person,year_month,screen_time_seconds
bret baier,2016-11,26741
bret baier,2016-12,16687
bret baier,2017-01,32764
bret baier,2017-02,14929
bret baier,2017-03,23383
bret baier,2017-04,23575
bret baier,2017-05,25117
bret baier,2017-06,15367
bret baier,2017-07,22303
bret baier,2017-08,19743
bret baier,2017-09,26455
bret baier,2017-10,13321
bret baier,2017-11,14230
bret baier,2017-12,13905
bret baier,2018-01,16890
bret baier,2018-02,11297
bret baier,2018-03,13352
bret baier,2018-04,16134
bret baier,2018-05,17276
bret baier,2018-06,14248
bret baier,2018-07,12452
bret baier,2018-08,13420
bret baier,2018-09,13255
bret baier,2018-10,13462
bret baier,2018-11,15846
bret baier,2018-12,15616
bret baier,2019-01,14067
bret baier,2019-02,13096
bret baier,2019-03,17294
bret baier,2019-04,17837
bret baier,2019-05,14858
bret baier,2019-06,15885
bret baier,2019-07,11535
bret baier,2019-08,8706
bret baier,2019-09,18031
bret baier,2019-10,19624
bret baier,2019-11,18182
bret baier,2019-12,16439
bret baier,2020-01,24856
bret baier,2020-02,23820
bret baier,2020-03,15882
bret baier,2020-04,19360
bret baier,2020-05,22215
bret baier,2020-06,16200
bret baier,2020-07,12644
brian kilmeade,2010-01,16246
brian kilmeade,2010-02,13710
brian kilmeade,2010-03,14406
brian kilmeade,2010-04,14565
brian kilmeade,2010-05,7931
brian kilmeade,2010-06,6389
brian kilmeade,2010-07,12654
brian kilmeade,2010-08,11513
brian kilmeade,2010-09,15560
brian kilmeade,2010-10,15688
brian kilmeade,2010-11,15854
brian kilmeade,2010-12,13829
brian kilmeade,2011-01,16380
brian kilmeade,2011-02,16957
brian kilmeade,2011-03,18778
brian kilmeade,2011-04,18460
brian kilmeade,2011-05,18039
brian kilmeade,2011-06,17600
brian kilmeade,2011-07,11975
brian kilmeade,2011-08,9958
brian kilmeade,2011-09,15140
brian kilmeade,2011-10,16092
brian kilmeade,2011-11,18902
brian kilmeade,2011-12,13210
brian kilmeade,2012-01,18350
brian kilmeade,2012-02,14745
brian kilmeade,2012-03,16375
brian kilmeade,2012-04,15100
brian kilmeade,2012-05,16967
brian kilmeade,2012-06,16566
brian kilmeade,2012-07,12726
brian kilmeade,2012-08,17152
brian kilmeade,2012-09,20888
brian kilmeade,2012-10,16463
brian kilmeade,2012-11,24503
brian kilmeade,2012-12,14749
brian kilmeade,2013-01,22168
brian kilmeade,2013-02,18739
brian kilmeade,2013-03,17624
brian kilmeade,2013-04,22277
brian kilmeade,2013-05,19002
brian kilmeade,2013-06,15650
brian kilmeade,2013-07,21957
brian kilmeade,2013-08,18525
brian kilmeade,2013-09,22201
brian kilmeade,2013-10,25441
brian kilmeade,2013-11,22484
brian kilmeade,2013-12,15252
brian kilmeade,2014-01,21489
brian kilmeade,2014-02,19172
brian kilmeade,2014-03,20015
brian kilmeade,2014-04,22171
brian kilmeade,2014-05,23448
brian kilmeade,2014-06,20710
brian kilmeade,2014-07,16549
brian kilmeade,2014-08,12644
brian kilmeade,2014-09,20982
brian kilmeade,2014-10,20742
brian kilmeade,2014-11,10846
brian kilmeade,2014-12,16291
brian kilmeade,2015-01,18248
brian kilmeade,2015-02,12293
brian kilmeade,2015-03,16145
brian kilmeade,2015-04,16368
brian kilmeade,2015-05,12930
brian kilmeade,2015-06,13765
brian kilmeade,2015-07,10344
brian kilmeade,2015-08,10223
brian kilmeade,2015-09,14296
brian kilmeade,2015-10,16463
brian kilmeade,2015-11,17417
brian kilmeade,2015-12,15106
brian kilmeade,2016-01,14367
brian kilmeade,2016-02,18542
brian kilmeade,2016-03,19041
brian kilmeade,2016-04,12201
brian kilmeade,2016-05,14462
brian kilmeade,2016-06,13394
brian kilmeade,2016-07,4599
brian kilmeade,2016-08,13198
brian kilmeade,2016-09,12462
brian kilmeade,2016-10,13184
brian kilmeade,2016-11,15741
brian kilmeade,2016-12,11985
brian kilmeade,2017-01,16672
brian kilmeade,2017-02,21414
brian kilmeade,2017-03,18450
brian kilmeade,2017-04,17245
brian kilmeade,2017-05,14639
brian kilmeade,2017-06,13546
brian kilmeade,2017-07,10043
brian kilmeade,2017-08,14662
brian kilmeade,2017-09,16977
brian kilmeade,2017-10,44728
brian kilmeade,2017-11,24481
brian kilmeade,2017-12,29324
brian kilmeade,2018-01,35349
brian kilmeade,2018-02,33517
brian kilmeade,2018-03,32166
brian kilmeade,2018-04,41665
brian kilmeade,2018-05,32317
brian kilmeade,2018-06,29186
brian kilmeade,2018-07,24371
brian kilmeade,2018-08,30565
brian kilmeade,2018-09,21952
brian kilmeade,2018-10,32139
brian kilmeade,2018-11,28874
brian kilmeade,2018-12,21817
brian kilmeade,2019-01,38490
brian kilmeade,2019-02,36512
brian kilmeade,2019-03,31949
brian kilmeade,2019-04,37645
brian kilmeade,2019-05,34885
brian kilmeade,2019-06,31296
brian kilmeade,2019-07,27735
brian kilmeade,2019-08,29446
brian kilmeade,2019-09,33559
brian kilmeade,2019-10,35664
brian kilmeade,2019-11,30938
brian kilmeade,2019-12,31331
brian kilmeade,2020-01,31111
brian kilmeade,2020-02,21730
brian kilmeade,2020-03,46135
brian kilmeade,2020-04,62548
brian kilmeade,2020-05,55355
brian kilmeade,2020-06,51840
brian kilmeade,2020-07,58975
brian williams,2010-01,3797
brian williams,2010-02,255
brian williams,2010-03,362
brian williams,2010-04,400
brian williams,2010-05,1815
brian williams,2010-06,887
brian williams,2010-07,285
brian williams,2010-08,2938
brian williams,2010-09,1719
brian williams,2010-10,262
brian williams,2010-11,1247
brian williams,2010-12,1635
brian williams,2011-01,2803
brian williams,2011-02,4074
brian williams,2011-03,696
brian williams,2011-04,1079
brian williams,2011-05,923
brian williams,2011-06,494
brian williams,2011-07,314
brian williams,2011-08,1997
brian williams,2011-09,6160
brian williams,2011-10,1132
brian williams,2011-11,5663
brian williams,2011-12,672
brian williams,2012-01,581
brian williams,2012-02,305
brian williams,2012-03,453
brian williams,2012-04,1048
brian williams,2012-05,2169
brian williams,2012-06,1220
brian williams,2012-07,1068
brian williams,2012-08,450
brian williams,2012-09,1034
brian williams,2012-10,297
brian williams,2012-11,952
brian williams,2012-12,1164
brian williams,2013-01,303
brian williams,2013-02,480
brian williams,2013-03,392
brian williams,2013-04,3159
brian williams,2013-05,796
brian williams,2013-06,429
brian williams,2013-07,281
brian williams,2013-08,221
brian williams,2013-09,207
brian williams,2013-10,1636
brian williams,2013-11,167
brian williams,2013-12,645
brian williams,2014-01,531
brian williams,2014-02,738
brian williams,2014-03,380
brian williams,2014-04,710
brian williams,2014-05,1760
brian williams,2014-06,633
brian williams,2014-07,518
brian williams,2014-08,189
brian williams,2014-09,590
brian williams,2014-10,276
brian williams,2014-11,201
brian williams,2014-12,1051
brian williams,2015-01,311
brian williams,2015-02,24047
brian williams,2015-03,292
brian williams,2015-04,982
brian williams,2015-05,553
brian williams,2015-06,3800
brian williams,2015-07,54
brian williams,2015-08,167
brian williams,2015-09,2410
brian williams,2015-10,8747
brian williams,2015-11,10039
brian williams,2015-12,2343
brian williams,2016-01,3881
brian williams,2016-02,13963
brian williams,2016-03,12463
brian williams,2016-04,9367
brian williams,2016-05,4240
brian williams,2016-06,13652
brian williams,2016-07,21433
brian williams,2016-08,794
brian williams,2016-09,10136
brian williams,2016-10,14217
brian williams,2016-11,11029
brian williams,2016-12,9147
brian williams,2017-01,15727
brian williams,2017-02,13173
brian williams,2017-03,23795
brian williams,2017-04,19815
brian williams,2017-05,39626
brian williams,2017-06,33960
brian williams,2017-07,28946
brian williams,2017-08,31742
brian williams,2017-09,26385
brian williams,2017-10,28744
brian williams,2017-11,24000
brian williams,2017-12,29602
brian williams,2018-01,27010
brian williams,2018-02,32529
brian williams,2018-03,37854
brian williams,2018-04,24898
brian williams,2018-05,31755
brian williams,2018-06,30007
brian williams,2018-07,26433
brian williams,2018-08,26146
brian williams,2018-09,30580
brian williams,2018-10,34276
brian williams,2018-11,31085
brian williams,2018-12,23293
brian williams,2019-01,27616
brian williams,2019-02,29134
brian williams,2019-03,29885
brian williams,2019-04,27373
brian williams,2019-05,27065
brian williams,2019-06,25552
brian williams,2019-07,25892
brian williams,2019-08,22952
brian williams,2019-09,23908
brian williams,2019-10,33489
brian williams,2019-11,26085
brian williams,2019-12,28312
brian williams,2020-01,35030
brian williams,2020-02,28691
brian williams,2020-03,28487
brian williams,2020-04,52408
brian williams,2020-05,41661
brian williams,2020-06,42276
brian williams,2020-07,38282
brianna keilar,2010-01,4161
brianna keilar,2010-02,1911
brianna keilar,2010-03,8309
brianna keilar,2010-04,2209
brianna keilar,2010-05,963
brianna keilar,2010-06,945
brianna keilar,2010-07,4271
brianna keilar,2010-08,5002
brianna keilar,2010-09,1444
brianna keilar,2010-10,1857
brianna keilar,2010-11,9428
brianna keilar,2010-12,8612
brianna keilar,2011-01,8703
brianna keilar,2011-02,2002
brianna keilar,2011-03,1583
brianna keilar,2011-04,8174
brianna keilar,2011-05,3546
brianna keilar,2011-06,4903
brianna keilar,2011-07,7579
brianna keilar,2011-08,5187
brianna keilar,2011-09,3638
brianna keilar,2011-10,2583
brianna keilar,2011-11,2135
brianna keilar,2011-12,3664
brianna keilar,2012-01,2395
brianna keilar,2012-02,2883
brianna keilar,2012-03,2916
brianna keilar,2012-04,4257
brianna keilar,2012-05,2712
brianna keilar,2012-06,3253
brianna keilar,2012-07,2004
brianna keilar,2012-08,4816
brianna keilar,2012-09,3175
brianna keilar,2012-10,4170
brianna keilar,2012-11,5704
brianna keilar,2012-12,10933
brianna keilar,2013-01,6962
brianna keilar,2013-02,5125
brianna keilar,2013-03,5971
brianna keilar,2013-04,5337
brianna keilar,2013-05,5047
brianna keilar,2013-06,4423
brianna keilar,2013-07,4321
brianna keilar,2013-08,15635
brianna keilar,2013-09,8015
brianna keilar,2013-10,11903
brianna keilar,2013-11,4339
brianna keilar,2013-12,12487
brianna keilar,2014-01,4232
brianna keilar,2014-02,3721
brianna keilar,2014-03,5650
brianna keilar,2014-04,6926
brianna keilar,2014-05,12097
brianna keilar,2014-06,7403
brianna keilar,2014-07,10657
brianna keilar,2014-08,8739
brianna keilar,2014-09,8105
brianna keilar,2014-10,2379
brianna keilar,2014-11,10047
brianna keilar,2014-12,6084
brianna keilar,2015-01,13448
brianna keilar,2015-02,1330
brianna keilar,2015-03,11840
brianna keilar,2015-04,17202
brianna keilar,2015-05,3512
brianna keilar,2015-06,6635
brianna keilar,2015-07,10340
brianna keilar,2015-08,11202
brianna keilar,2015-09,7486
brianna keilar,2015-10,7354
brianna keilar,2015-11,11705
brianna keilar,2015-12,10643
brianna keilar,2016-01,13929
brianna keilar,2016-02,8145
brianna keilar,2016-03,7364
brianna keilar,2016-04,4180
brianna keilar,2016-05,9736
brianna keilar,2016-06,10896
brianna keilar,2016-07,12825
brianna keilar,2016-08,19393
brianna keilar,2016-09,10097
brianna keilar,2016-10,13816
brianna keilar,2016-11,11608
brianna keilar,2016-12,11690
brianna keilar,2017-01,5959
brianna keilar,2017-02,18407
brianna keilar,2017-03,10867
brianna keilar,2017-04,3832
brianna keilar,2017-05,10545
brianna keilar,2017-06,9390
brianna keilar,2017-07,8641
brianna keilar,2017-08,5568
brianna keilar,2017-09,5850
brianna keilar,2017-10,19000
brianna keilar,2017-11,2125
brianna keilar,2017-12,15770
brianna keilar,2018-01,18890
brianna keilar,2018-02,17861
brianna keilar,2018-03,24368
brianna keilar,2018-04,7961
brianna keilar,2018-05,23853
brianna keilar,2018-06,4012
brianna keilar,2018-07,39
brianna keilar,2018-08,9
brianna keilar,2018-09,69
brianna keilar,2018-10,2207
brianna keilar,2018-11,13199
brianna keilar,2018-12,15231
brianna keilar,2019-01,28216
brianna keilar,2019-02,19721
brianna keilar,2019-03,24347
brianna keilar,2019-04,20940
brianna keilar,2019-05,15202
brianna keilar,2019-06,22891
brianna keilar,2019-07,21609
brianna keilar,2019-08,20889
brianna keilar,2019-09,24456
brianna keilar,2019-10,24334
brianna keilar,2019-11,8584
brianna keilar,2019-12,23307
brianna keilar,2020-01,16342
brianna keilar,2020-02,19437
brianna keilar,2020-03,41633
brianna keilar,2020-04,8762
brianna keilar,2020-05,44998
brianna keilar,2020-06,58416
brianna keilar,2020-07,58589
brooke baldwin,2010-01,4437
brooke baldwin,2010-02,4040
brooke baldwin,2010-03,5757
brooke baldwin,2010-04,3572
brooke baldwin,2010-05,3653
brooke baldwin,2010-06,3147
brooke baldwin,2010-07,465
brooke baldwin,2010-08,2190
brooke baldwin,2010-09,1502
brooke baldwin,2010-10,11236
brooke baldwin,2010-11,15894
brooke baldwin,2010-12,13765
brooke baldwin,2011-01,14844
brooke baldwin,2011-02,14902
brooke baldwin,2011-03,19025
brooke baldwin,2011-04,18604
brooke baldwin,2011-05,16209
brooke baldwin,2011-06,22679
brooke baldwin,2011-07,18141
brooke baldwin,2011-08,26715
brooke baldwin,2011-09,23964
brooke baldwin,2011-10,21590
brooke baldwin,2011-11,26174
brooke baldwin,2011-12,23110
brooke baldwin,2012-01,25401
brooke baldwin,2012-02,16240
brooke baldwin,2012-03,19903
brooke baldwin,2012-04,21583
brooke baldwin,2012-05,19867
brooke baldwin,2012-06,16139
brooke baldwin,2012-07,18168
brooke baldwin,2012-08,15079
brooke baldwin,2012-09,17392
brooke baldwin,2012-10,23319
brooke baldwin,2012-11,13542
brooke baldwin,2012-12,12707
brooke baldwin,2013-01,17706
brooke baldwin,2013-02,17404
brooke baldwin,2013-03,15273
brooke baldwin,2013-04,16885
brooke baldwin,2013-05,17025
brooke baldwin,2013-06,21741
brooke baldwin,2013-07,21704
brooke baldwin,2013-08,22589
brooke baldwin,2013-09,25558
brooke baldwin,2013-10,27773
brooke baldwin,2013-11,18723
brooke baldwin,2013-12,31944
brooke baldwin,2014-01,51925
brooke baldwin,2014-02,37241
brooke baldwin,2014-03,32225
brooke baldwin,2014-04,34010
brooke baldwin,2014-05,37453
brooke baldwin,2014-06,36948
brooke baldwin,2014-07,43720
brooke baldwin,2014-08,44288
brooke baldwin,2014-09,29912
brooke baldwin,2014-10,39572
brooke baldwin,2014-11,28676
brooke baldwin,2014-12,42245
brooke baldwin,2015-01,27002
brooke baldwin,2015-02,32599
brooke baldwin,2015-03,28353
brooke baldwin,2015-04,32421
brooke baldwin,2015-05,34988
brooke baldwin,2015-06,45411
brooke baldwin,2015-07,35667
brooke baldwin,2015-08,31955
brooke baldwin,2015-09,30232
brooke baldwin,2015-10,35272
brooke baldwin,2015-11,29937
brooke baldwin,2015-12,20136
brooke baldwin,2016-01,36958
brooke baldwin,2016-02,23487
brooke baldwin,2016-03,29543
brooke baldwin,2016-04,34625
brooke baldwin,2016-05,41316
brooke baldwin,2016-06,23636
brooke baldwin,2016-07,16753
brooke baldwin,2016-08,43581
brooke baldwin,2016-09,29922
brooke baldwin,2016-10,39183
brooke baldwin,2016-11,40793
brooke baldwin,2016-12,33725
brooke baldwin,2017-01,31113
brooke baldwin,2017-02,39994
brooke baldwin,2017-03,22384
brooke baldwin,2017-04,39350
brooke baldwin,2017-05,41692
brooke baldwin,2017-06,30144
brooke baldwin,2017-07,32886
brooke baldwin,2017-08,45943
brooke baldwin,2017-09,27942
brooke baldwin,2017-10,31200
brooke baldwin,2017-11,48620
brooke baldwin,2017-12,27211
brooke baldwin,2018-01,50937
brooke baldwin,2018-02,29010
brooke baldwin,2018-03,36540
brooke baldwin,2018-04,36338
brooke baldwin,2018-05,24293
brooke baldwin,2018-06,40965
brooke baldwin,2018-07,43028
brooke baldwin,2018-08,44346
brooke baldwin,2018-09,33069
brooke baldwin,2018-10,32923
brooke baldwin,2018-11,41179
brooke baldwin,2018-12,21812
brooke baldwin,2019-01,55646
brooke baldwin,2019-02,45054
brooke baldwin,2019-03,40836
brooke baldwin,2019-04,42679
brooke baldwin,2019-05,48753
brooke baldwin,2019-06,37208
brooke baldwin,2019-07,28666
brooke baldwin,2019-08,43924
brooke baldwin,2019-09,30858
brooke baldwin,2019-10,42837
brooke baldwin,2019-11,22913
brooke baldwin,2019-12,21917
brooke baldwin,2020-01,31479
brooke baldwin,2020-02,29729
brooke baldwin,2020-03,15741
brooke baldwin,2020-04,15374
brooke baldwin,2020-05,23411
brooke baldwin,2020-06,29792
brooke baldwin,2020-07,26788
carol costello,2010-01,1342
carol costello,2010-02,585
carol costello,2010-03,807
carol costello,2010-04,1233
carol costello,2010-05,564
carol costello,2010-06,1586
carol costello,2010-07,1077
carol costello,2010-08,2989
carol costello,2010-09,978
carol costello,2010-10,2001
carol costello,2010-11,4109
carol costello,2010-12,2599
carol costello,2011-01,9528
carol costello,2011-02,3900
carol costello,2011-03,17892
carol costello,2011-04,24800
carol costello,2011-05,25194
carol costello,2011-06,7999
carol costello,2011-07,1356
carol costello,2011-08,23702
carol costello,2011-09,26462
carol costello,2011-10,25000
carol costello,2011-11,23468
carol costello,2011-12,8620
carol costello,2012-01,2095
carol costello,2012-02,1629
carol costello,2012-03,21415
carol costello,2012-04,17052
carol costello,2012-05,21584
carol costello,2012-06,14008
carol costello,2012-07,14386
carol costello,2012-08,12979
carol costello,2012-09,15031
carol costello,2012-10,17533
carol costello,2012-11,17554
carol costello,2012-12,9781
carol costello,2013-01,12251
carol costello,2013-02,13442
carol costello,2013-03,5985
carol costello,2013-04,8852
carol costello,2013-05,15996
carol costello,2013-06,12407
carol costello,2013-07,12771
carol costello,2013-08,13283
carol costello,2013-09,13787
carol costello,2013-10,11962
carol costello,2013-11,11292
carol costello,2013-12,14928
carol costello,2014-01,19992
carol costello,2014-02,15813
carol costello,2014-03,14921
carol costello,2014-04,20497
carol costello,2014-05,19137
carol costello,2014-06,17084
carol costello,2014-07,16999
carol costello,2014-08,18572
carol costello,2014-09,14908
carol costello,2014-10,14763
carol costello,2014-11,13092
carol costello,2014-12,13937
carol costello,2015-01,19937
carol costello,2015-02,18741
carol costello,2015-03,13590
carol costello,2015-04,13273
carol costello,2015-05,14366
carol costello,2015-06,17105
carol costello,2015-07,10636
carol costello,2015-08,11965
carol costello,2015-09,13124
carol costello,2015-10,11140
carol costello,2015-11,12721
carol costello,2015-12,10354
carol costello,2016-01,11815
carol costello,2016-02,15496
carol costello,2016-03,16709
carol costello,2016-04,14888
carol costello,2016-05,9624
carol costello,2016-06,10328
carol costello,2016-07,3785
carol costello,2016-08,21379
carol costello,2016-09,18892
carol costello,2016-10,19226
carol costello,2016-11,19950
carol costello,2016-12,14510
carol costello,2017-01,15411
carol costello,2017-02,1740
carol costello,2017-03,0
carol costello,2017-04,6
carol costello,2017-05,6
carol costello,2017-06,45
carol costello,2017-07,9
carol costello,2017-08,6
carol costello,2017-09,12
carol costello,2017-10,36
carol costello,2017-11,0
carol costello,2017-12,21
carol costello,2018-01,9
carol costello,2018-02,6
carol costello,2018-03,12
carol costello,2018-04,15
carol costello,2018-05,21
carol costello,2018-06,66
carol costello,2018-07,48
carol costello,2018-08,120
carol costello,2018-09,1406
carol costello,2018-10,42
carol costello,2018-11,6
carol costello,2018-12,54
carol costello,2019-01,75
carol costello,2019-02,12
carol costello,2019-03,95
carol costello,2019-04,164
carol costello,2019-05,94
carol costello,2019-06,40
carol costello,2019-07,159
carol costello,2019-08,20
carol costello,2019-09,11
carol costello,2019-10,9
carol costello,2019-11,1
carol costello,2019-12,14
carol costello,2020-01,0
carol costello,2020-02,2
carol costello,2020-03,14
carol costello,2020-04,3
carol costello,2020-05,3
carol costello,2020-06,1
carol costello,2020-07,6
charles krauthammer,2010-01,9654
charles krauthammer,2010-02,9103
charles krauthammer,2010-03,11796
charles krauthammer,2010-04,11044
charles krauthammer,2010-05,4778
charles krauthammer,2010-06,5227
charles krauthammer,2010-07,11470
charles krauthammer,2010-08,11620
charles krauthammer,2010-09,10772
charles krauthammer,2010-10,10407
charles krauthammer,2010-11,9306
charles krauthammer,2010-12,13644
charles krauthammer,2011-01,10509
charles krauthammer,2011-02,9791
charles krauthammer,2011-03,11036
charles krauthammer,2011-04,10979
charles krauthammer,2011-05,11982
charles krauthammer,2011-06,11736
charles krauthammer,2011-07,12029
charles krauthammer,2011-08,11738
charles krauthammer,2011-09,9748
charles krauthammer,2011-10,10764
charles krauthammer,2011-11,12799
charles krauthammer,2011-12,13494
charles krauthammer,2012-01,12238
charles krauthammer,2012-02,15040
charles krauthammer,2012-03,9504
charles krauthammer,2012-04,8920
charles krauthammer,2012-05,8053
charles krauthammer,2012-06,7870
charles krauthammer,2012-07,10302
charles krauthammer,2012-08,11181
charles krauthammer,2012-09,8787
charles krauthammer,2012-10,13351
charles krauthammer,2012-11,13323
charles krauthammer,2012-12,11019
charles krauthammer,2013-01,13365
charles krauthammer,2013-02,7338
charles krauthammer,2013-03,11629
charles krauthammer,2013-04,8199
charles krauthammer,2013-05,12331
charles krauthammer,2013-06,7303
charles krauthammer,2013-07,8919
charles krauthammer,2013-08,8118
charles krauthammer,2013-09,11742
charles krauthammer,2013-10,18310
charles krauthammer,2013-11,14910
charles krauthammer,2013-12,17823
charles krauthammer,2014-01,11603
charles krauthammer,2014-02,10230
charles krauthammer,2014-03,11181
charles krauthammer,2014-04,8669
charles krauthammer,2014-05,11189
charles krauthammer,2014-06,9846
charles krauthammer,2014-07,12866
charles krauthammer,2014-08,12077
charles krauthammer,2014-09,10590
charles krauthammer,2014-10,8753
charles krauthammer,2014-11,16199
charles krauthammer,2014-12,13308
charles krauthammer,2015-01,9916
charles krauthammer,2015-02,11174
charles krauthammer,2015-03,11809
charles krauthammer,2015-04,9690
charles krauthammer,2015-05,12064
charles krauthammer,2015-06,10011
charles krauthammer,2015-07,10553
charles krauthammer,2015-08,11375
charles krauthammer,2015-09,12530
charles krauthammer,2015-10,12638
charles krauthammer,2015-11,11460
charles krauthammer,2015-12,13724
charles krauthammer,2016-01,12910
charles krauthammer,2016-02,13368
charles krauthammer,2016-03,11686
charles krauthammer,2016-04,9546
charles krauthammer,2016-05,8664
charles krauthammer,2016-06,8633
charles krauthammer,2016-07,7980
charles krauthammer,2016-08,9967
charles krauthammer,2016-09,12781
charles krauthammer,2016-10,10046
charles krauthammer,2016-11,8060
charles krauthammer,2016-12,11272
charles krauthammer,2017-01,15265
charles krauthammer,2017-02,11205
charles krauthammer,2017-03,12441
charles krauthammer,2017-04,10348
charles krauthammer,2017-05,13669
charles krauthammer,2017-06,11615
charles krauthammer,2017-07,12125
charles krauthammer,2017-08,5695
charles krauthammer,2017-09,0
charles krauthammer,2017-10,117
charles krauthammer,2017-11,51
charles krauthammer,2017-12,2404
charles krauthammer,2018-01,36
charles krauthammer,2018-02,39
charles krauthammer,2018-03,3
charles krauthammer,2018-04,0
charles krauthammer,2018-05,12
charles krauthammer,2018-06,16263
charles krauthammer,2018-07,2048
charles krauthammer,2018-08,0
charles krauthammer,2018-09,84
charles krauthammer,2018-10,39
charles krauthammer,2018-11,96
charles krauthammer,2018-12,1760
charles krauthammer,2019-01,2
charles krauthammer,2019-02,0
charles krauthammer,2019-03,25
charles krauthammer,2019-04,747
charles krauthammer,2019-05,36
charles krauthammer,2019-06,16
charles krauthammer,2019-07,5
charles krauthammer,2019-08,1
charles krauthammer,2019-09,23
charles krauthammer,2019-10,473
charles krauthammer,2019-11,952
charles krauthammer,2019-12,441
charles krauthammer,2020-01,5
charles krauthammer,2020-02,0
charles krauthammer,2020-03,1
charles krauthammer,2020-04,315
charles krauthammer,2020-05,0
charles krauthammer,2020-06,0
charles krauthammer,2020-07,126
chris christie,2010-01,306
chris christie,2010-02,24
chris christie,2010-03,45
chris christie,2010-04,1554
chris christie,2010-05,386
chris christie,2010-06,505
chris christie,2010-07,2637
chris christie,2010-08,3348
chris christie,2010-09,3346
chris christie,2010-10,1602
chris christie,2010-11,2819
chris christie,2010-12,1871
chris christie,2011-01,6454
chris christie,2011-02,8833
chris christie,2011-03,1398
chris christie,2011-04,937
chris christie,2011-05,1924
chris christie,2011-06,13520
chris christie,2011-07,2457
chris christie,2011-08,8082
chris christie,2011-09,16502
chris christie,2011-10,22864
chris christie,2011-11,1605
chris christie,2011-12,4943
chris christie,2012-01,6923
chris christie,2012-02,13337
chris christie,2012-03,1981
chris christie,2012-04,3251
chris christie,2012-05,2620
chris christie,2012-06,1378
chris christie,2012-07,3121
chris christie,2012-08,11623
chris christie,2012-09,1618
chris christie,2012-10,15328
chris christie,2012-11,9331
chris christie,2012-12,3019
chris christie,2013-01,10147
chris christie,2013-02,8114
chris christie,2013-03,2601
chris christie,2013-04,1772
chris christie,2013-05,6120
chris christie,2013-06,10804
chris christie,2013-07,3461
chris christie,2013-08,8981
chris christie,2013-09,2430
chris christie,2013-10,4679
chris christie,2013-11,30325
chris christie,2013-12,5885
chris christie,2014-01,129200
chris christie,2014-02,43900
chris christie,2014-03,32224
chris christie,2014-04,7787
chris christie,2014-05,6714
chris christie,2014-06,3896
chris christie,2014-07,4590
chris christie,2014-08,558
chris christie,2014-09,2743
chris christie,2014-10,14734
chris christie,2014-11,3656
chris christie,2014-12,3923
chris christie,2015-01,6845
chris christie,2015-02,6528
chris christie,2015-03,2638
chris christie,2015-04,6111
chris christie,2015-05,9877
chris christie,2015-06,10570
chris christie,2015-07,19164
chris christie,2015-08,22308
chris christie,2015-09,22917
chris christie,2015-10,12977
chris christie,2015-11,21931
chris christie,2015-12,19642
chris christie,2016-01,31776
chris christie,2016-02,28135
chris christie,2016-03,13266
chris christie,2016-04,3081
chris christie,2016-05,3439
chris christie,2016-06,1191
chris christie,2016-07,15237
chris christie,2016-08,1128
chris christie,2016-09,10073
chris christie,2016-10,5543
chris christie,2016-11,4765
chris christie,2016-12,1295
chris christie,2017-01,1859
chris christie,2017-02,3821
chris christie,2017-03,1757
chris christie,2017-04,2234
chris christie,2017-05,428
chris christie,2017-06,1109
chris christie,2017-07,5513
chris christie,2017-08,4691
chris christie,2017-09,2341
chris christie,2017-10,2946
chris christie,2017-11,473
chris christie,2017-12,1773
chris christie,2018-01,372
chris christie,2018-02,240
chris christie,2018-03,268
chris christie,2018-04,720
chris christie,2018-05,264
chris christie,2018-06,174
chris christie,2018-07,117
chris christie,2018-08,219
chris christie,2018-09,207
chris christie,2018-10,196
chris christie,2018-11,444
chris christie,2018-12,957
chris christie,2019-01,13758
chris christie,2019-02,8236
chris christie,2019-03,4260
chris christie,2019-04,1104
chris christie,2019-05,1600
chris christie,2019-06,292
chris christie,2019-07,134
chris christie,2019-08,87
chris christie,2019-09,939
chris christie,2019-10,53
chris christie,2019-11,5
chris christie,2019-12,977
chris christie,2020-01,88
chris christie,2020-02,29
chris christie,2020-03,26
chris christie,2020-04,53
chris christie,2020-05,1874
chris christie,2020-06,686
chris christie,2020-07,95
chris cuomo,2010-01,3
chris cuomo,2010-02,22
chris cuomo,2010-03,3
chris cuomo,2010-04,6
chris cuomo,2010-05,0
chris cuomo,2010-06,459
chris cuomo,2010-07,0
chris cuomo,2010-08,51
chris cuomo,2010-09,3
chris cuomo,2010-10,24
chris cuomo,2010-11,6
chris cuomo,2010-12,0
chris cuomo,2011-01,45
chris cuomo,2011-02,0
chris cuomo,2011-03,0
chris cuomo,2011-04,3
chris cuomo,2011-05,9
chris cuomo,2011-06,375
chris cuomo,2011-07,0
chris cuomo,2011-08,21
chris cuomo,2011-09,0
chris cuomo,2011-10,6
chris cuomo,2011-11,0
chris cuomo,2011-12,30
chris cuomo,2012-01,0
chris cuomo,2012-02,33
chris cuomo,2012-03,42
chris cuomo,2012-04,9
chris cuomo,2012-05,3
chris cuomo,2012-06,393
chris cuomo,2012-07,3
chris cuomo,2012-08,0
chris cuomo,2012-09,6
chris cuomo,2012-10,18
chris cuomo,2012-11,0
chris cuomo,2012-12,3
chris cuomo,2013-01,6
chris cuomo,2013-02,5376
chris cuomo,2013-03,1711
chris cuomo,2013-04,8059
chris cuomo,2013-05,5437
chris cuomo,2013-06,9468
